# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,C,DeMarcus Cousins,26,TOT,42,500,0.084,2.0,,,72,34.2,27.0,11.0,4.6,1.4,1.3,0.452,0.361,0.772,7.6,0.149,2016
ORV,F,Paul George,26,IND,40,500,0.08,0.0,,,75,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,2016
ORV,F,Gordon Hayward,26,UTA,27,500,0.054,0.0,,,73,34.5,21.9,5.4,3.5,1.0,0.3,0.471,0.398,0.844,10.4,0.199,2016
ORV,C,Hassan Whiteside,27,MIA,18,500,0.036,0.0,,,77,32.6,17.0,14.1,0.7,0.7,2.1,0.557,,0.628,9.5,0.181,2016
ORV,G,Kyrie Irving,24,CLE,14,500,0.028,0.0,,,72,35.1,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,8.9,0.17,2016
ORV,G,Klay Thompson,26,GSW,14,500,0.028,0.0,,,78,34.0,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,2016
ORV,C,Nikola Jokić,21,DEN,12,500,0.024,1.0,,,73,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,2016
ORV,G,Damian Lillard,26,POR,12,500,0.024,0.0,,,75,35.9,27.0,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,2016
ORV,F,Paul Millsap,31,ATL,3,500,0.006,0.0,,,69,34.0,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,2016
ORV,F,LaMarcus Aldridge,31,SAS,1,500,0.002,0.0,0.0,1.0,72,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,2016
ORV,F,Blake Griffin,27,LAC,1,500,0.002,0.0,0.0,1.0,61,34.0,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,7.7,0.179,2016
ORV,C,Al Horford,30,BOS,1,500,0.002,0.0,0.0,1.0,68,32.3,14.0,6.8,5.0,0.8,1.3,0.473,0.355,0.8,6.3,0.138,2016
1st,G,James Harden,28,HOU,500,500,1.0,100.0,0.0,0.0,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,2017
1st,F,LeBron James,33,CLE,500,500,1.0,100.0,0.0,0.0,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14.0,0.221,2017
1st,C,Anthony Davis,24,NOP,492,500,0.984,96.0,4.0,0.0,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,2017
1st,G,Damian Lillard,27,POR,432,500,0.864,71.0,24.0,5.0,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2017
1st,F,Kevin Durant,29,GSW,426,500,0.852,63.0,37.0,0.0,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2017
2nd,F,Giannis Antetokounmpo,23,MIL,354,500,0.708,28.0,71.0,1.0,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2017
2nd,G,Russell Westbrook,29,OKC,322,500,0.644,24.0,63.0,13.0,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2017
2nd,C,Joel Embiid,23,PHI,294,500,0.588,11.0,78.0,5.0,63,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2017
2nd,F,LaMarcus Aldridge,32,SAS,236,500,0.472,2.0,68.0,22.0,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2017
2nd,G,DeMar DeRozan,28,TOR,165,500,0.33,2.0,39.0,38.0,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2017
3rd,G,Stephen Curry,29,GSW,164,500,0.328,2.0,39.0,37.0,51,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2017
3rd,G,Victor Oladipo,25,IND,105,500,0.21,0.0,24.0,33.0,75,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2017
3rd,C,Karl-Anthony Towns,22,MIN,99,500,0.198,0.0,18.0,45.0,82,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14.0,0.23,2017
3rd,F,Jimmy Butler,28,MIN,81,500,0.162,1.0,8.0,52.0,59,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,2017
3rd,F,Paul George,27,OKC,54,500,0.108,0.0,4.0,42.0,79,36.6,21.9,5.7,3.3,2.0,0.5,0.43,0.401,0.822,8.9,0.147,2017
ORV,G,Chris Paul,32,HOU,54,500,0.108,0.0,,,58,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,2017
ORV,C,Rudy Gobert,25,UTA,51,500,0.102,0.0,,,56,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,2017
ORV,G,Kyrie Irving,25,BOS,42,500,0.084,0.0,,,60,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,0.222,2017
ORV,F,Ben Simmons,21,PHI,36,500,0.072,0.0,,,81,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,2017
ORV,C,Al Horford,31,BOS,32,500,0.064,0.0,,,72,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,2017
ORV,C,Nikola Jokić,22,DEN,28,500,0.056,0.0,,,75,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,2017
ORV,C,Andre Drummond,24,DET,7,500,0.014,0.0,,,78,33.7,15.0,16.0,3.0,1.5,1.6,0.529,0.0,0.605,10.3,0.189,2017
ORV,C,Clint Capela,23,HOU,6,500,0.012,0.0,,,74,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0.0,0.56,10.2,0.242,2017
ORV,F,Draymond Green,27,GSW,6,500,0.012,0.0,,,70,32.7,11.0,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,2017
ORV,G,Kyle Lowry,31,TOR,3,500,0.006,0.0,,,78,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,2017
ORV,C,Steven Adams,24,OKC,2,500,0.004,0.0,,,76,32.7,13.9,9.0,1.2,1.2,1.0,0.629,0.0,0.559,9.7,0.187,2017
ORV,G,Donovan Mitchell,21,UTA,2,500,0.004,0.0,,,79,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,2017
ORV,G,Klay Thompson,27,GSW,2,500,0.004,0.0,,,73,34.3,20.0,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,2017
ORV,F,Trevor Ariza,32,HOU,1,500,0.002,0.0,,,67,33.9,11.7,4.4,1.6,1.5,0.2,0.412,0.368,0.854,5.3,0.113,2017
ORV,C,DeMarcus Cousins,27,NOP,1,500,0.002,0.0,,,48,36.2,25.2,12.9,5.4,1.6,1.6,0.47,0.354,0.746,4.7,0.13,2017
ORV,C,Dwight Howard,32,CHO,1,500,0.002,0.0,,,81,30.4,16.6,12.5,1.3,0.6,1.6,0.555,0.143,0.574,6.8,0.132,2017
ORV,F,Kevin Love,29,CLE,1,500,0.002,0.0,,,59,28.0,17.6,9.3,1.7,0.7,0.4,0.458,0.415,0.88,6.4,0.185,2017
ORV,F,Kristaps Porziņģis,22,NYK,1,500,0.002,0.0,,,48,32.4,22.7,6.6,1.2,0.8,2.4,0.439,0.395,0.793,3.2,0.099,2017
1st,F,Giannis Antetokounmpo,24,MIL,500,500,1.0,100.0,0.0,0.0,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2018
1st,G,James Harden,29,HOU,500,500,1.0,100.0,0.0,0.0,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,2018
1st,G,Stephen Curry,30,GSW,482,500,0.964,91.0,9.0,0.0,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2018
1st,F,Paul George,28,OKC,433,500,0.866,71.0,25.0,3.0,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2018
1st,C,Nikola Jokić,23,DEN,411,500,0.822,59.0,38.0,2.0,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2018
2nd,C,Joel Embiid,24,PHI,375,500,0.75,40.0,57.0,4.0,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2018
2nd,F,Kevin Durant,30,GSW,358,500,0.716,29.0,71.0,0.0,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2018
2nd,G,Damian Lillard,28,POR,306,500,0.612,8.0,87.0,5.0,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2018
2nd,F,Kawhi Leonard,27,TOR,242,500,0.484,0.0,73.0,23.0,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2018
2nd,G,Kyrie Irving,26,BOS,195,500,0.39,0.0,52.0,39.0,67,33.0,23.8,5.0,6.9,1.5,0.5,0.487,0.401,0.873,9.1,0.197,2018
3rd,G,Russell Westbrook,30,OKC,178,500,0.356,1.0,43.0,44.0,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2018
3rd,F,Blake Griffin,29,DET,115,500,0.23,0.0,13.0,76.0,75,35.0,24.5,7.5,5.4,0.7,0.4,0.462,0.362,0.753,8.0,0.147,2018
3rd,F,LeBron James,34,LAL,111,500,0.222,0.0,13.0,72.0,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2018
3rd,C,Rudy Gobert,26,UTA,89,500,0.178,1.0,5.0,69.0,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,2018
3rd,G,Kemba Walker,28,CHO,51,500,0.102,0.0,4.0,39.0,82,34.9,25.6,4.4,5.9,1.2,0.4,0.434,0.356,0.844,7.4,0.123,2018
ORV,G,Bradley Beal,25,WAS,34,500,0.068,0.0,1.0,31.0,82,36.9,25.6,5.0,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,2018
ORV,G,Klay Thompson,28,GSW,27,500,0.054,0.0,3.0,18.0,78,34.0,21.5,3.8,2.4,1.1,0.6,0.467,0.402,0.816,5.3,0.095,2018
ORV,C,Karl-Anthony Towns,23,MIN,20,500,0.04,0.0,0.0,20.0,77,33.1,24.4,12.4,3.4,0.9,1.6,0.518,0.4,0.836,10.4,0.197,2018
ORV,F,LaMarcus Aldridge,33,SAS,17,500,0.034,0.0,2.0,11.0,81,33.2,21.3,9.2,2.4,0.5,1.3,0.519,0.238,0.847,9.3,0.167,2018
ORV,F,Danilo Gallinari,30,LAC,7,500,0.014,0.0,1.0,4.0,68,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,2018
ORV,G,Ben Simmons,22,PHI,7,500,0.014,0.0,0.0,7.0,79,34.2,16.9,8.8,7.7,1.4,0.8,0.563,0.0,0.6,8.2,0.146,2018
ORV,G,Mike Conley,31,MEM,4,500,0.008,0.0,0.0,4.0,70,33.5,21.1,3.4,6.4,1.3,0.3,0.438,0.364,0.845,8.0,0.164,2018
ORV,G,Donovan Mitchell,22,UTA,4,500,0.008,0.0,0.0,4.0,77,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,5.0,0.092,2018
ORV,F,Pascal Siakam,24,TOR,4,500,0.008,0.0,0.0,4.0,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,2018
ORV,C,Nikola Vučević,28,ORL,4,500,0.008,0.0,0.0,4.0,80,31.4,20.8,12.0,3.8,1.0,1.1,0.518,0.364,0.789,10.1,0.193,2018
ORV,F,Luka Dončić,19,DAL,3,500,0.006,0.0,1.0,0.0,72,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,2018
ORV,C,Andre Drummond,25,DET,3,500,0.006,0.0,1.0,0.0,79,33.5,17.3,15.6,1.4,1.7,1.7,0.533,0.132,0.59,10.0,0.181,2018
ORV,G,Dwyane Wade,37,MIA,3,500,0.006,0.0,1.0,0.0,72,26.2,15.0,4.0,4.2,0.8,0.5,0.433,0.33,0.708,2.4,0.061,2018
ORV,G,DeMar DeRozan,29,SAS,3,500,0.006,0.0,0.0,3.0,77,34.9,21.2,6.0,6.2,1.1,0.5,0.481,0.156,0.83,6.3,0.112,2018
ORV,G,D'Angelo Russell,22,BRK,3,500,0.006,0.0,0.0,0.0,81,30.2,21.1,3.9,7.0,1.2,0.2,0.434,0.369,0.78,5.0,0.097,2018
ORV,F,Tobias Harris,26,TOT,2,500,0.004,0.0,0.0,2.0,82,34.7,20.0,7.9,2.8,0.6,0.5,0.487,0.397,0.866,7.1,0.12,2018
ORV,F,Marvin Bagley III,19,SAC,1,500,0.002,0.0,0.0,1.0,62,25.3,14.9,7.6,1.0,0.5,1.0,0.504,0.313,0.691,3.6,0.11,2018
ORV,G,Devin Booker,22,PHO,1,500,0.002,0.0,0.0,1.0,64,35.0,26.6,4.1,6.8,0.9,0.2,0.467,0.326,0.866,3.5,0.076,2018
ORV,C,Anthony Davis,25,NOP,1,500,0.002,0.0,0.0,1.0,56,33.0,25.9,12.0,3.9,1.6,2.4,0.517,0.331,0.794,9.5,0.247,2018
ORV,G,Eric Gordon,30,HOU,1,500,0.002,0.0,0.0,1.0,68,31.7,16.2,2.2,1.9,0.6,0.4,0.409,0.36,0.783,2.6,0.059,2018
ORV,G,Jrue Holiday,28,NOP,1,500,0.002,0.0,0.0,1.0,67,35.9,21.2,5.0,7.7,1.6,0.8,0.472,0.325,0.768,5.4,0.108,2018
ORV,G,Kyle Lowry,32,TOR,1,500,0.002,0.0,0.0,1.0,65,34.0,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,6.6,0.144,2018
ORV,F,Domantas Sabonis,22,IND,1,500,0.002,0.0,0.0,1.0,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,2018
ORV,C,Myles Turner,22,IND,1,500,0.002,0.0,0.0,1.0,74,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,2018
ORV,G,Lou Williams,32,LAC,1,500,0.002,0.0,0.0,1.0,75,26.6,20.0,3.0,5.4,0.8,0.1,0.425,0.361,0.876,5.1,0.123,2018
1st,F,Giannis Antetokounmpo,25,MIL,500,500,1.0,100.0,0.0,0.0,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,2019
1st,F,LeBron James,35,LAL,500,500,1.0,100.0,0.0,0.0,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2019
1st,G,James Harden,30,HOU,474,500,0.948,89.0,9.0,2.0,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2019
1st,C,Anthony Davis,26,LAL,455,500,0.91,79.0,20.0,0.0,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2019
1st,G,Luka Dončić,20,DAL,416,500,0.832,59.0,40.0,1.0,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,2019
2nd,F,Kawhi Leonard,28,LAC,372,500,0.744,39.0,59.0,0.0,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,2019
2nd,C,Nikola Jokić,24,DEN,311,500,0.622,21.0,64.0,14.0,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202,2019
2nd,G,Damian Lillard,29,POR,284,500,0.568,6.0,82.0,8.0,66,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,2019
2nd,G,Chris Paul,34,OKC,199,500,0.398,2.0,52.0,33.0,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2019
2nd,F,Pascal Siakam,25,TOR,168,500,0.336,1.0,36.0,55.0,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,2019
3rd,F,Jayson Tatum,21,BOS,153,500,0.306,0.0,32.0,57.0,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2019
3rd,F,Jimmy Butler,30,MIA,147,500,0.294,0.0,32.0,51.0,58,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,2019
3rd,C,Rudy Gobert,27,UTA,110,500,0.22,1.0,19.0,48.0,68,34.3,15.1,13.5,1.5,0.8,2.0,0.693,,0.63,10.7,0.221,2019
3rd,G,Ben Simmons,23,PHI,61,500,0.122,0.0,9.0,29.0,57,35.4,16.4,7.8,8.0,2.1,0.6,0.58,0.286,0.621,6.9,0.165,2019
3rd,G,Russell Westbrook,31,HOU,56,500,0.112,0.0,9.0,29.0,57,35.9,27.2,7.9,7.0,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2019
ORV,F,Khris Middleton,28,MIL,82,500,0.164,0.0,10.0,52.0,62,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,2019
ORV,C,Joel Embiid,25,PHI,79,500,0.158,3.0,14.0,22.0,51,29.5,23.0,11.6,3.0,0.9,1.3,0.477,0.331,0.807,6.0,0.192,2019
ORV,G,Bradley Beal,26,WAS,32,500,0.064,0.0,3.0,23.0,57,36.0,30.5,4.2,6.1,1.2,0.4,0.455,0.353,0.842,5.1,0.118,2019
ORV,G,Kyle Lowry,33,TOR,26,500,0.052,0.0,3.0,17.0,58,36.2,19.4,5.0,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,2019
ORV,C,Bam Adebayo,22,MIA,26,500,0.052,0.0,0.0,26.0,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,2019
ORV,G,Trae Young,21,ATL,13,500,0.026,0.0,1.0,10.0,60,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,2019
ORV,G,Donovan Mitchell,23,UTA,10,500,0.02,0.0,1.0,7.0,69,34.3,24.0,4.4,4.3,1.0,0.2,0.449,0.366,0.863,5.4,0.11,2019
ORV,F,Paul George,29,LAC,7,500,0.014,0.0,2.0,1.0,48,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2019
ORV,F,Brandon Ingram,22,NOP,5,500,0.01,0.0,1.0,2.0,62,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,2019
ORV,G,Kemba Walker,29,BOS,4,500,0.008,0.0,1.0,1.0,56,31.1,20.4,3.9,4.8,0.9,0.5,0.425,0.381,0.864,5.9,0.162,2019
ORV,C,Andre Drummond,26,TOT,3,500,0.006,0.0,1.0,0.0,57,33.0,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,2019
ORV,G,Devin Booker,23,PHO,3,500,0.006,0.0,0.0,3.0,70,35.9,26.6,4.2,6.5,0.7,0.3,0.489,0.354,0.919,7.5,0.143,2019
ORV,C,Karl-Anthony Towns*,24,MIN,2,500,0.004,0.0,0.0,2.0,35,33.9,26.5,10.8,4.4,0.9,1.2,0.508,0.412,0.796,5.1,0.204,2019
ORV,G,Zach LaVine,24,CHI,1,500,0.002,0.0,0.0,1.0,60,34.8,25.5,4.8,4.2,1.5,0.5,0.45,0.38,0.802,4.0,0.091,2019
ORV,C,Brook Lopez,31,MIL,1,500,0.002,0.0,0.0,1.0,68,26.7,12.0,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,2019
1st,F,Giannis Antetokounmpo,26,MIL,500,500,1.0,100.0,0.0,0.0,61,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,2020
1st,C,Nikola Jokić,25,DEN,498,500,0.996,99.0,1.0,0.0,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,2020
1st,G,Stephen Curry,32,GSW,496,500,0.992,98.0,2.0,0.0,63,34.2,32.0,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9.0,0.201,2020
1st,G,Luka Dončić,21,DAL,402,500,0.804,55.0,41.0,4.0,66,34.3,27.7,8.0,8.6,1.0,0.5,0.479,0.35,0.73,7.7,0.163,2020
1st,F,Kawhi Leonard,29,LAC,323,500,0.646,28.0,58.0,9.0,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2020
2nd,G,Damian Lillard,30,POR,372,500,0.744,38.0,60.0,2.0,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,2020
2nd,C,Joel Embiid,26,PHI,352,500,0.704,28.0,70.0,2.0,51,31.1,28.5,10.6,2.8,1.0,1.4,0.513,0.377,0.859,8.8,0.266,2020
2nd,G,Chris Paul,35,PHO,311,500,0.622,23.0,62.0,10.0,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2020
2nd,F,Julius Randle,26,NYK,253,500,0.506,16.0,46.0,35.0,71,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2020
2nd,F,LeBron James,36,LAL,174,500,0.348,2.0,44.0,32.0,45,33.4,25.0,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,2020
3rd,C,Rudy Gobert,28,UTA,148,500,0.296,0.0,26.0,70.0,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,2020
3rd,F,Jimmy Butler,31,MIA,131,500,0.262,7.0,26.0,18.0,52,33.6,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,9.3,0.255,2020
3rd,F,Paul George,30,LAC,89,500,0.178,0.0,13.0,50.0,54,33.7,23.3,6.6,5.2,1.1,0.4,0.467,0.411,0.868,5.3,0.139,2020
3rd,G,Bradley Beal,27,WAS,71,500,0.142,0.0,7.0,50.0,60,35.8,31.3,4.7,4.4,1.2,0.4,0.485,0.349,0.889,5.9,0.132,2020
3rd,G,Kyrie Irving,28,BRK,61,500,0.122,0.0,7.0,40.0,54,34.9,26.9,4.8,6.0,1.4,0.7,0.506,0.402,0.922,7.4,0.189,2020
ORV,F,Jayson Tatum,22,BOS,69,500,0.138,2.0,9.0,32.0,64,35.8,26.4,7.4,4.3,1.2,0.5,0.459,0.386,0.868,6.5,0.137,2020
ORV,G,Russell Westbrook,32,WAS,44,500,0.088,1.0,6.0,21.0,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,2020
ORV,G,James Harden,31,TOT,41,500,0.082,2.0,3.0,22.0,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,7.0,0.208,2020
ORV,F,Zion Williamson,20,NOP,37,500,0.074,0.0,3.0,28.0,61,33.2,27.0,7.2,3.7,0.9,0.6,0.611,0.294,0.698,8.7,0.205,2020
ORV,C,Bam Adebayo,23,MIA,32,500,0.064,0.0,5.0,17.0,64,33.5,18.7,9.0,5.4,1.2,1.0,0.57,0.25,0.799,8.8,0.197,2020
ORV,G,Donovan Mitchell,24,UTA,26,500,0.052,0.0,2.0,20.0,53,33.4,26.4,4.4,5.2,1.0,0.3,0.438,0.386,0.845,6.2,0.167,2020
ORV,F,Kevin Durant,32,BRK,23,500,0.046,1.0,4.0,6.0,35,33.1,26.9,7.1,5.6,0.7,1.3,0.537,0.45,0.882,5.0,0.206,2020
ORV,G,Devin Booker,24,PHO,21,500,0.042,0.0,3.0,12.0,67,33.9,25.6,4.2,4.3,0.8,0.2,0.484,0.34,0.867,4.9,0.104,2020
ORV,C,Domantas Sabonis,24,IND,6,500,0.012,0.0,1.0,3.0,62,36.0,20.3,12.0,6.7,1.2,0.5,0.535,0.321,0.732,6.9,0.149,2020
ORV,C,Clint Capela,26,ATL,6,500,0.012,0.0,0.0,6.0,63,30.1,15.2,14.3,0.8,0.7,2.0,0.594,,0.573,8.2,0.207,2020
ORV,C,Anthony Davis,27,LAL,5,500,0.01,0.0,1.0,2.0,36,32.3,21.8,7.9,3.1,1.3,1.6,0.491,0.26,0.738,3.7,0.152,2020
ORV,G,Ben Simmons*,24,PHI,2,500,0.004,0.0,0.0,2.0,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6.0,0.153,2020
ORV,C,Nikola Vučević,30,TOT,2,500,0.004,0.0,0.0,2.0,70,33.5,23.4,11.7,3.8,0.9,0.7,0.477,0.4,0.84,6.3,0.129,2020
ORV,G,Trae Young,22,ATL,2,500,0.004,0.0,0.0,2.0,63,33.7,25.3,3.9,9.4,0.8,0.2,0.438,0.343,0.886,7.2,0.163,2020
ORV,C,Draymond Green,30,GSW,1,500,0.002,0.0,0.0,1.0,63,31.5,7.0,7.1,8.9,1.7,0.8,0.447,0.27,0.795,4.6,0.112,2020
ORV,G,Zach LaVine,25,CHI,1,500,0.002,0.0,0.0,1.0,58,35.1,27.4,5.0,4.9,0.8,0.5,0.507,0.419,0.849,5.9,0.138,2020
ORV,F,Khris Middleton,29,MIL,1,500,0.002,0.0,0.0,1.0,68,33.4,20.4,6.0,5.4,1.1,0.1,0.476,0.414,0.898,6.4,0.135,2020
1T,F,Giannis Antetokounmpo,27,MIL,500,500,1.0,100.0,0.0,0.0,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,2021
1T,G,Luka Dončić,22,DAL,476,500,0.952,88.0,12.0,0.0,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,7.6,0.159,2021
1T,C,Nikola Jokić,26,DEN,476,500,0.952,88.0,12.0,0.0,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,2021
1T,G,Devin Booker,25,PHO,460,500,0.92,82.0,16.0,2.0,68,34.5,26.8,5.0,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,2021
1T,F,Jayson Tatum,23,BOS,390,500,0.78,49.0,47.0,4.0,76,35.9,26.9,8.0,4.4,1.0,0.6,0.453,0.353,0.853,9.6,0.169,2021
2T,C,Joel Embiid,27,PHI,414,500,0.828,57.0,43.0,0.0,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12.0,0.252,2021
2T,G,Ja Morant,22,MEM,301,500,0.602,13.0,76.0,8.0,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,2021
2T,F,Kevin Durant,33,BRK,276,500,0.552,10.0,68.0,22.0,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,2021
2T,G,Stephen Curry,33,GSW,274,500,0.548,9.0,69.0,22.0,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,8.0,0.173,2021
2T,F,DeMar DeRozan,32,CHI,184,500,0.368,2.0,39.0,57.0,76,36.1,27.9,5.2,4.9,0.9,0.3,0.504,0.352,0.877,8.8,0.154,2021
